ID,Image,SpecID,Skull,Order_05,Suborder_05,Family_05,Subfamily_05,Genus_05,Species_05,Subspecies_05,Binomial_05,Trinomial_05
324,'SI_578759_cr_lt_1A_26_03_2013.TIF',SI_578759,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Oryzorictinae,Microgale,principula,,Microgale_principula,
325,'SI_578760_cr_lt_1A_26_03_2013.TIF',SI_578760,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Oryzorictinae,Microgale,principula,,Microgale_principula,
326,'SI_578762_cr_lt_1A_26_03_2013.TIF',SI_578762,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Oryzorictinae,Microgale,principula,,Microgale_principula,
327,'SI_578768_cr_lt_1A_03_04_2013.TIF',SI_578768,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Oryzorictinae,Microgale,talazaci,,Microgale_talazaci,
328,'SI_578769_cr_lt_1A_03_04_2013.TIF',SI_578769,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Oryzorictinae,Microgale,talazaci,,Microgale_talazaci,
329,'SI_578772_cr_lt_1A_03_04_2013.TIF',SI_578772,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Oryzorictinae,Microgale,thomasi,,Microgale_thomasi,
330,'SI_578773_cr_lt_1A_03_04_2013.TIF',SI_578773,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Oryzorictinae,Microgale,thomasi,,Microgale_thomasi,
331,'SI_578774_cr_lt_1A_03_04_2013.TIF',SI_578774,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Oryzorictinae,Microgale,thomasi,,Microgale_thomasi,
332,'SI_578775_cr_lt_1A_03_04_2013.TIF',SI_578775,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Oryzorictinae,Microgale,thomasi,,Microgale_thomasi,
333,'SI_578776_cr_lt_1A_03_04_2013.TIF',SI_578776,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Oryzorictinae,Microgale,thomasi,,Microgale_thomasi,
334,'SI_578784_cr_lt_1A_26_03_2013.TIF',SI_578784,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Oryzorictinae,Microgale,parvula,,Microgale_parvula,
335,'SI_578787_cr_lt_1A_26_03_2013.TIF',SI_578787,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Oryzorictinae,Microgale,fotsifotsy,,Microgale_fotsifotsy,
336,'SI_578789_cr-lt_1A_26_03_2013.TIF',SI_578789,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Oryzorictinae,Oryzorictes,sp.,,Oryzorictes_sp.,
337,'SI_578791_cr_lt_1A_05_04_2013.TIF',SI_578791,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Tenrecinae,Tenrec,ecaudatus,,Tenrec_ecaudatus,
338,'SI_578792_cr_lt_1A_05_04_2013.TIF',SI_578792,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Tenrecinae,Tenrec,ecaudatus,,Tenrec_ecaudatus,
339,'SI_584649_cr_lt_1A_28_03_2013.TIF',SI_584649,Y,Afrosoricida,Chrysochloridea,Chrysochloridae,Amblysominae,Calcochloris,leucorhinus,,Calcochloris_leucorhinus,
340,'SI_584656_cr_lt_1A_19_04_2013.TIF',SI_584656,Y,Soricomorpha,,Soricidae,Crocidurinae,Crocidura,crenata,,Crocidura_crenata,
341,'SI_584662_cr_lt_1A_19_04_2013.TIF',SI_584662,Y,Soricomorpha,,Soricidae,Crocidurinae,Crocidura,crenata,,Crocidura_crenata,
342,'SI_584675_cr_lt_1A_18_04_2013.TIF',SI_584675,Y,Soricomorpha,,Soricidae,Crocidurinae,Sylvisorex,johnstoni,,Sylvisorex_johnstoni,
343,'SI_584676_cr_lt_1A_18_04_2013.TIF',SI_584676,Y,Soricomorpha,,Soricidae,Crocidurinae,Sylvisorex,johnstoni,,Sylvisorex_johnstoni,
344,'SI_584677_cr_lt_1A_18_04_2013.TIF',SI_584677,Y,Soricomorpha,,Soricidae,Crocidurinae,Sylvisorex,ollula,,Sylvisorex_ollula,
345,'SI_584678_cr_lt_1A_18_04_2013.TIF',SI_584678,Y,Soricomorpha,,Soricidae,Crocidurinae,Sylvisorex,ollula,,Sylvisorex_ollula,
346,'SI_584679_cr_lt_1A_18_04_2013.TIF',SI_584679,Y,Soricomorpha,,Soricidae,Crocidurinae,Sylvisorex,ollula,,Sylvisorex_ollula,
347,'SI_584947_cr_lt_1A_19_04_2013.TIF',SI_584947,Y,Soricomorpha,,Soricidae,Crocidurinae,Crocidura,crenata,,Crocidura_crenata,
348,'SI_585137_cr_lt_1A_18_04_2013.TIF',SI_585137,Y,Soricomorpha,,Soricidae,Crocidurinae,Sylvisorex,johnstoni,,Sylvisorex_johnstoni,
349,'SI_589811_cr_lt_1A_16_04_2013.TIF',SI_589811,Y,Soricomorpha,,Soricidae,Myosoricinae,Surdisorex,norae,,Surdisorex_norae,
350,'SI_589812_cr_lt_1A_16_04_2013.TIF',SI_589812,Y,Soricomorpha,,Soricidae,Myosoricinae,Surdisorex,norae,,Surdisorex_norae,
351,'SI_63220_cr_lt_1A_28_03_2013.TIF',SI_63220,Y,Erinaceomorpha,,Erinaceidae,Erinaceinae,Atelerix,sclateri,,Atelerix_sclateri,
352,'SI_67057_cr_lt_1A_09_04_2013.TIF',SI_67057,Y,Soricomorpha,,Soricidae,Soricinae,Sorex,bendirii,bendirii,Sorex_bendirii,Sorex_bendirii_bendirii
353,'SI_67058_cr_lt_1A_09_04_2013.TIF',SI_67058,Y,Soricomorpha,,Soricidae,Soricinae,Sorex,bendirii,bendirii,Sorex_bendirii,Sorex_bendirii_bendirii
354,'SI_69153_cr_lt_1A_09_04_2013.TIF',SI_69153,Y,Soricomorpha,,Soricidae,Soricinae,Sorex,arcticus,arcticus,Sorex_arcticus,Sorex_arcticus_arcticus
355,'SI_69161_cr_lt_1A_09_04_2013.TIF',SI_69161,Y,Soricomorpha,,Soricidae,Soricinae,Sorex,arcticus,arcticus,Sorex_arcticus,Sorex_arcticus_arcticus
356,'SI_69172_cr_lt_1A_09_04_2013.TIF',SI_69172,Y,Soricomorpha,,Soricidae,Soricinae,Sorex,arcticus,arcticus,Sorex_arcticus,Sorex_arcticus_arcticus
357,'SI_86009_cr_lt_1A_09_04_2013.TIF',SI_86009,Y,Soricomorpha,,Soricidae,Soricinae,Sorex,araneus,,Sorex_araneus,
358,'SI_86012_cr_lt_1A_09_04_2013.TIF',SI_86012,Y,Soricomorpha,,Soricidae,Soricinae,Sorex,araneus,,Sorex_araneus,
359,'SI_86018_cr_lt_1A_09_04_2013.TIF',SI_86018,Y,Soricomorpha,,Soricidae,Soricinae,Sorex,araneus,,Sorex_araneus,
360,'SI_87949_cr_lt_1A_09_04_2013.TIF',SI_87949,Y,Soricomorpha,,Soricidae,Soricinae,Sorex,bendirii,bendirii,Sorex_bendirii,Sorex_bendirii_bendirii
361,'SI_A02230_cr_lt_left_1A_01_04_2013_flipped.tif',SI_A02230,Y,Soricomorpha,,Solenodontidae,,Solenodon,cubanus,,Solenodon_cubanus,
362,'SI_A37983_cr_lt_1A_01_04_2013.TIF',SI_A37983,Y,Soricomorpha,,Solenodontidae,,Solenodon,cubanus,,Solenodon_cubanus,
363,'SI_A49508_cr_lt_1A_01_04_2013.TIF',SI_A49508,Y,Soricomorpha,,Solenodontidae,,Solenodon,cubanus,,Solenodon_cubanus,
