ID,Image,SpecID,Skull,Order_05,Suborder_05,Family_05,Genus_05,Subgenus_05,Species_05,Subspecies_05,Binomial_05,Trinomial_05
35,'AMNH_275163_cr_dr_1A_23_04_2013.TIF',AMNH_275163,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Microgale,,soricoides,,Microgale_soricoides,
36,'AMNH_275189_cr_dr_1A_24_04_2013.TIF',AMNH_275189,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Oryzorictes,,hova,,Oryzorictes_hova,
37,'AMNH_275190_cr_dr_1A_25_04_2013.TIF',AMNH_275190,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Oryzorictes,,hova,,Oryzorictes_hova,
38,'AMNH_275191_cr_dr_1A_25_04_2013.TIF',AMNH_275191,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Oryzorictes,,hova,,Oryzorictes_hova,
39,'AMNH_275250_cr_dr_1A_24_04_2013.TIF',AMNH_275250,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Microgale,,brevicaudata,,Microgale_brevicaudata,
40,'AMNH_275251_cr_dr_1A_24_04_2013.TIF',AMNH_275251,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Microgale,,brevicaudata,,Microgale_brevicaudata,
41,'AMNH_275253_cr_dr_1A_24_04_2013.TIF',AMNH_275253,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Microgale,,brevicaudata,,Microgale_brevicaudata,
42,'AMNH_275254_cr_dr_1A_24_04_2013.TIF',AMNH_275254,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Microgale,,brevicaudata,,Microgale_brevicaudata,
43,'AMNH_275255_cr_dr_1A_24_04_2013.TIF',AMNH_275255,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Microgale,,brevicaudata,,Microgale_brevicaudata,
44,'AMNH_275281_cr_dr_1A_24_04_2013.TIF',AMNH_275281,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Microgale,,fotsifotsy,,Microgale_fotsifotsy,
45,'AMNH_275282_cr_dr_1A_24_04_2013.TIF',AMNH_275282,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Microgale,,fotsifotsy,,Microgale_fotsifotsy,
46,'AMNH_275283_cr_dr_1A_23_04_2013.TIF',AMNH_275283,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Microgale,,fotsifotsy,,Microgale_fotsifotsy,
47,'AMNH_275298_cr_dr_1A_23_04_2013.TIF',AMNH_275298,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Microgale,,taiva,,Microgale_taiva,
48,'AMNH_275299_cr_dr_1A_23_04_2013.TIF',AMNH_275299,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Microgale,,taiva,,Microgale_taiva,
49,'AMNH_275300_cr_dr_1A_23_04_2013.TIF',AMNH_275300,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Microgale,,taiva,,Microgale_taiva,
50,'AMNH_275301_cr_dr_1A_23_04_2013.TIF',AMNH_275301,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Microgale,,taiva,,Microgale_taiva,
51,'AMNH_275360_cr_dr_1A_25_04_2013.TIF',AMNH_275360,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Oryzorictes,,hova,,Oryzorictes_hova,
52,'AMNH_275364_cr_dr_1A_23_04_2013.TIF',AMNH_275364,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Microgale,,parvula,,Microgale_parvula,
53,'AMNH_275365_cr_dr_1A_23_04_2013.TIF',AMNH_275365,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Microgale,,parvula,,Microgale_parvula,
54,'AMNH_275368_cr_dr_1A_23_04_2013.TIF',AMNH_275368,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Microgale,,parvula,,Microgale_parvula,
55,'AMNH_31243_cr_dr_1A_24_04_2013.TIF',AMNH_31243,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Oryzorictes,,tetradactylus,,Oryzorictes_tetradactylus,
56,'AMNH_31257_cr_dr_1A_24_04_2013.TIF',AMNH_31257,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Oryzorictes,,tetradactylus,,Oryzorictes_tetradactylus,
57,'AMNH_31270_cr_dr_1A_25_04_2013.TIF',AMNH_31270,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Echinops,,telfairi,,Echinops_telfairi,
58,'AMNH_34647_cr_dr_1A_25_04_2013.TIF',AMNH_34647,Y,Afrosoricida,Chrysochloridea,Chrysochloridae,Chrysospalax,,trevelyani,,Chrysospalax_trevelyani,
59,'AMNH_51324_cr_dr_1A_25_04_2013.TIF',AMNH_51324,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Potamogale,,velox,,Potamogale_velox,
60,'AMNH_51327_cr_dr_1A_25_04_2013.TIF',AMNH_51327,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Potamogale,,velox,,Potamogale_velox,
61,'AMNH_54365_cr_dr_1A_25_04_2013.TIF',AMNH_54365,Y,Afrosoricida,Chrysochloridea,Chrysochloridae,Chrysospalax,,trevelyani,,Chrysospalax_trevelyani,
62,'AMNH_82399_cr_dr_1A_26_04_2013.TIF',AMNH_82399,Y,Afrosoricida,Chrysochloridea,Chrysochloridae,Chrysochloris,Kilimatalpa,stuhlmanni,,Chrysochloris_stuhlmanni,
63,'AMNH_89040_cr_dr_1A_25_04_2013.TIF',AMNH_89040,Y,Afrosoricida,Chrysochloridea,Chrysochloridae,Chrysospalax,,trevelyani,,Chrysospalax_trevelyani,
64,'AMNH_89046_cr_dr_1A_26_04_2013.TIF',AMNH_89046,Y,Afrosoricida,Chrysochloridea,Chrysochloridae,Cryptochloris,,wintoni,,Cryptochloris_wintoni,
65,'FMNH_106727_cr_dr_1A_25_09_2013.TIF',FMNH_106727,Y,Erinaceomorpha,,Erinaceidae,Paraechinus,,aethiopicus,deserti,Paraechinus_aethiopicus,Paraechinus_aethiopicus_deserti
66,'FMNH_134445_cr_dr_1A_27_09_2013.TIF',FMNH_134445,Y,Soricomorpha,,Talpidae,Condylura,,cristata,,Condylura_cristata,
67,'FMNH_153667_cr_dr_1A_27_09_2013.TIF',FMNH_153667,Y,Soricomorpha,,Soricidae,Neomys,,fodiens,,Neomys_fodiens,
68,'FMNH_153673_cr_dr_1A_30_09_2013.TIF',FMNH_153673,Y,Soricomorpha,,Soricidae,Crocidura,,russula,,Crocidura_russula,
69,'FMNH_153674_cr_dr_1A_30_09_2013.TIF',FMNH_153674,Y,Soricomorpha,,Soricidae,Crocidura,,russula,,Crocidura_russula,
70,'FMNH_153675_cr_dr_1A_30_09_2013.TIF',FMNH_153675,Y,Soricomorpha,,Soricidae,Crocidura,,russula,,Crocidura_russula,
71,'FMNH_153787_cr_dr_1A_27_09_2013.TIF',FMNH_153787,Y,Soricomorpha,,Talpidae,Condylura,,cristata,,Condylura_cristata,
72,'FMNH_156226_cr_dr_1A_01_10_2013.TIF',FMNH_156226,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Oryzorictes,,tetradactylus,,Oryzorictes_tetradactylus,
73,'FMNH_159672_cr_dr_1A_18_09_2013.TIF',FMNH_159672,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Microgale,,monticola,,Microgale_monticola,
74,'FMNH_159673_cr_dr_1A_18_09_2013.TIF',FMNH_159673,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Microgale,,monticola,,Microgale_monticola,
75,'FMNH_159674_cr_dr_1A_18_09_2013.TIF',FMNH_159674,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Microgale,,monticola,,Microgale_monticola,
76,'FMNH_159675_cr_dr_1A_18_09_2013.TIF',FMNH_159675,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Microgale,,monticola,,Microgale_monticola,
77,'FMNH_159676_cr_dr_1A_18_09_2013.TIF',FMNH_159676,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Microgale,,monticola,,Microgale_monticola,
78,'FMNH_162893_cr_dr_1A_23_09_2013.TIF',FMNH_162893,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Micropotamogale,,lamottei,,Micropotamogale_lamottei,
79,'FMNH_166040_cr_dr_1A_19_09_2013.TIF',FMNH_166040,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Microgale,,pusilla,,Microgale_pusilla,
80,'FMNH_166111_cr_dr_1A_18_09_2013.TIF',FMNH_166111,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Microgale,,gracilis,,Microgale_gracilis,
81,'FMNH_166112_cr_dr_1A_18_09_2013.TIF',FMNH_166112,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Microgale,,gracilis,,Microgale_gracilis,
82,'FMNH_166113_cr_dr_1A_18_09_2013.TIF',FMNH_166113,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Microgale,,gracilis,,Microgale_gracilis,
83,'FMNH_166145_cr_dr_1A_18_09_2013.TIF',FMNH_166145,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Microgale,,gracilis,,Microgale_gracilis,
84,'FMNH_167427_cr_dr_1A_17_09_2013.TIF',FMNH_167427,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Microgale,,dryas,,Microgale_dryas,
85,'FMNH_167621_cr_dr_1A_01_10_2013.TIF',FMNH_167621,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Microgale,,pusilla,,Microgale_pusilla,
86,'FMNH_173146_cr_dr_1A_30_09_2013.TIF',FMNH_173146,Y,Soricomorpha,,Soricidae,Suncus,,madagascariensis,,Suncus_madagascariensis,
87,'FMNH_173148_cr_dr_1A_30_09_2013.TIF',FMNH_173148,Y,Soricomorpha,,Soricidae,Suncus,,madagascariensis,,Suncus_madagascariensis,
88,'FMNH_173149_cr_dr_1A_30_09_2013.TIF',FMNH_173149,Y,Soricomorpha,,Soricidae,Suncus,,madagascariensis,,Suncus_madagascariensis,
89,'FMNH_176203_cr_dr_1A_17_09_2013.TIF',FMNH_176203,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Geogale,,aurita,,Geogale_aurita,
90,'FMNH_176204_cr_dr_1A_17_09_2013.TIF',FMNH_176204,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Geogale,,aurita,,Geogale_aurita,
91,'FMNH_176211_cr_dr_1A_17_09_2013.TIF',FMNH_176211,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Geogale,,aurita,,Geogale_aurita,
92,'FMNH_176385_cr_dr_1A_17_09_2013.TIF',FMNH_176385,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Microgale,,dryas,,Microgale_dryas,
93,'FMNH_176387_cr_dr_1A_17_09_2013.TIF',FMNH_176387,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Microgale,,dryas,,Microgale_dryas,
94,'FMNH_176389_cr_dr_1A_17_09_2013.TIF',FMNH_176389,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Microgale,,dryas,,Microgale_dryas,
95,'FMNH_176395_cr_dr_1A_17_09_2013.TIF',FMNH_176395,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Microgale,,dryas,,Microgale_dryas,
96,'FMNH_206739_cr_dr_1A_26_09_2013.TIF',FMNH_206739,Y,Soricomorpha,,Talpidae,Neurotrichus,,gibbsii,minor,Neurotrichus_gibbsii,Neurotrichus_gibbsii_minor
97,'FMNH_209199_cr_dr_1A_19_09_2013.TIF',FMNH_209199,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Microgale,,grandidieri,,Microgale_grandidieri,
98,'FMNH_209200_cr_dr_1A_19_09_2013.TIF',FMNH_209200,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Microgale,,grandidieri,,Microgale_grandidieri,
99,'FMNH_209201_cr_dr_1A_19_09_2013.TIF',FMNH_209201,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Microgale,,grandidieri,,Microgale_grandidieri,
100,'FMNH_209202_cr_dr_1A_19_09_2013.TIF',FMNH_209202,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Microgale,,grandidieri,,Microgale_grandidieri,
101,'FMNH_209203_cr_dr_1A_19_09_2013.TIF',FMNH_209203,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Microgale,,grandidieri,,Microgale_grandidieri,
102,'FMNH_23515_cr_dr_1A_30_09_2013.TIF',FMNH_23515,Y,Soricomorpha,,Soricidae,Sorex,,araneus,,Sorex_araneus,
103,'FMNH_35407_cr_dr_1A_27_09_2013.TIF',FMNH_35407,Y,Soricomorpha,,Talpidae,Euroscaptor,,micrura,,Euroscaptor_micrura,
104,'FMNH_35409_cr_dr_1A_27_09_2013.TIF',FMNH_35409,Y,Soricomorpha,,Talpidae,Euroscaptor,,micrura,,Euroscaptor_micrura,
105,'FMNH_38115_cr_dr_1A_26_09_2013.TIF',FMNH_38115,Y,Erinaceomorpha,,Erinaceidae,Atelerix,,frontalis,,Atelerix_frontalis,
106,'FMNH_38116_cr_dr_1A_26_09_2013.TIF',FMNH_38116,Y,Erinaceomorpha,,Erinaceidae,Atelerix,,frontalis,,Atelerix_frontalis,
107,'FMNH_38119_cr_dr_1A_26_09_2013.TIF',FMNH_38119,Y,Erinaceomorpha,,Erinaceidae,Atelerix,,frontalis,,Atelerix_frontalis,
108,'FMNH_53073_cr_dr_1A_23_09_2013.TIF',FMNH_53073,Y,Afrosoricida,Chrysochloridea,Chrysochloridae,Amblysomus,,corriae,,Amblysomus_corriae,
109,'FMNH_68736_cr_dr_1A_25_09_2013.TIF',FMNH_68736,Y,Erinaceomorpha,,Erinaceidae,Echinosorex,,gymnura,alba,Echinosorex_gymnura,Echinosorex_gymnura_alba
110,'FMNH_68740_cr_dr_1A_25_09_2013.TIF',FMNH_68740,Y,Erinaceomorpha,,Erinaceidae,Echinosorex,,gymnura,alba,Echinosorex_gymnura,Echinosorex_gymnura_alba
111,'FMNH_72831_cr_dr_1A_23_09_2013.TIF',FMNH_72831,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Potamogale,,velox,,Potamogale_velox,
112,'FMNH_74927_cr_dr_1A_25_09_2013.TIF',FMNH_74927,Y,Erinaceomorpha,,Erinaceidae,Paraechinus,,aethiopicus,deserti,Paraechinus_aethiopicus,Paraechinus_aethiopicus_deserti
113,'FMNH_81731_cr_dr_1A_23_09_2013.TIF',FMNH_81731,Y,Afrosoricida,Chrysochloridea,Chrysochloridae,Calcochloris,,leucorhinus,leucorhinus,Calcochloris_leucorhinus,Calcochloris_leucorhinus_leucorhinus
114,'FMNH_82116_cr_dr_1A_25_09_2013.TIF',FMNH_82116,Y,Erinaceomorpha,,Erinaceidae,Erinaceus,,concolor,,Erinaceus_concolor,
115,'FMNH_82118_cr_dr_1A_25_09_2013.TIF',FMNH_82118,Y,Erinaceomorpha,,Erinaceidae,Erinaceus,,concolor,,Erinaceus_concolor,
116,'FMNH_82120_cr_dr_1A_25_09_2013.TIF',FMNH_82120,Y,Erinaceomorpha,,Erinaceidae,Erinaceus,,concolor,,Erinaceus_concolor,
117,'FMNH_82582_cr_dr_1A_27_09_2013.TIF',FMNH_82582,Y,Soricomorpha,,Talpidae,Euroscaptor,,micrura,,Euroscaptor_micrura,
118,'FMNH_83540_cr_dr_1A_23_09_2013.TIF',FMNH_83540,Y,Afrosoricida,Chrysochloridea,Chrysochloridae,Calcochloris,,leucorhinus,leucorhinus,Calcochloris_leucorhinus,Calcochloris_leucorhinus_leucorhinus
119,'FMNH_96419_cr_dr_1A_27_09_2013.TIF',FMNH_96419,Y,Soricomorpha,,Talpidae,Talpa,,caeca,caeca,Talpa_caeca,Talpa_caeca_caeca
120,'FMNH_9725_cr_dr_1A_30_09_2013.TIF',FMNH_9725,Y,Soricomorpha,,Soricidae,Sorex,Otisorex,bendirii,palmeri,Sorex_bendirii,Sorex_bendirii_palmeri
121,'FMNH_98438_cr_dr_1A_26_09_2013.TIF',FMNH_98438,Y,Erinaceomorpha,,Erinaceidae,Hylomys,,suillus,maxi,Hylomys_suillus,Hylomys_suillus_maxi
122,'FMNH_98439_cr_dr_1A_26_09_2013.TIF',FMNH_98439,Y,Erinaceomorpha,,Erinaceidae,Hylomys,,suillus,maxi,Hylomys_suillus,Hylomys_suillus_maxi
123,'MCZ_18134_cr_dr_1A_02_05_2013.TIF',MCZ_18134,Y,Soricomorpha,,Talpidae,Scapanus,,townsendii,,Scapanus_townsendii,
124,'MCZ_18136_cr_dr_1A_02_05_2013.TIF',MCZ_18136,Y,Soricomorpha,,Talpidae,Scapanus,,townsendii,,Scapanus_townsendii,
125,'MCZ_18_cr_dr_1A_29_04_2013.TIF',MCZ_18,Y,Soricomorpha,,Soricidae,Neomys,,fodiens,,Neomys_fodiens,
126,'MCZ_22204_cr_dr_1A_30_04_2013.TIF',MCZ_22204,Y,Erinaceomorpha,,Erinaceidae,Erinaceus,,europaeus,,Erinaceus_europaeus,
127,'MCZ_22206_cr_dr_1A_30_04_2013.TIF',MCZ_22206,Y,Erinaceomorpha,,Erinaceidae,Erinaceus,,europaeus,,Erinaceus_europaeus,
128,'MCZ_22207_cr_dr_1A_30_04_2013.TIF',MCZ_22207,Y,Erinaceomorpha,,Erinaceidae,Erinaceus,,europaeus,,Erinaceus_europaeus,
129,'MCZ_22986_cr_dr_1A_02_05_2013.TIF',MCZ_22986,Y,Erinaceomorpha,,Erinaceidae,Atelerix,,albiventris,,Atelerix_albiventris,
130,'MCZ_23373_cr_dr_1A_29_04_2013.TIF',MCZ_23373,Y,Afrosoricida,Chrysochloridea,Chrysochloridae,Chrysochloris,Kilimatalpa,stuhlmanni,,Chrysochloris_stuhlmanni,
131,'MCZ_26425_cr_dr_1A_02_05_2013.TIF',MCZ_26425,Y,Erinaceomorpha,,Erinaceidae,Atelerix,,albiventris,,Atelerix_albiventris,
132,'MCZ_28159_cr_dr_1A_02_05_2013.TIF',MCZ_28159,Y,Notoryctemorphia,,Notoryctidae,Notoryctes,,typhlops,,Notoryctes_typhlops,
133,'MCZ_29561_cr_dr_1A_02_05_2013.TIF',MCZ_29561,Y,Soricomorpha,,Talpidae,Desmana,,moschata,,Desmana_moschata,
134,'MCZ_32771_cr_dr_1A_02_05_2013.TIF',MCZ_32771,Y,Soricomorpha,,Talpidae,Desmana,,moschata,,Desmana_moschata,
135,'MCZ_32782_cr_dr_1A_29_04_2013.TIF',MCZ_32782,Y,Soricomorpha,,Soricidae,Neomys,,fodiens,,Neomys_fodiens,
136,'MCZ_3286_cr_dr_1A_29_04_2013.TIF',MCZ_3286,Y,Soricomorpha,,Soricidae,Neomys,,fodiens,,Neomys_fodiens,
137,'MCZ_34894_cr_dr_1A_01_05_2013.TIF',MCZ_34894,Y,Soricomorpha,,Soricidae,Neomys,,anomalus,,Neomys_anomalus,
138,'MCZ_34895_cr_dr_1A_01_05_2013.TIF',MCZ_34895,Y,Soricomorpha,,Soricidae,Neomys,,anomalus,,Neomys_anomalus,
139,'MCZ_35359_cr_dr_1A_02_05_2013.TIF',MCZ_35359,Y,Soricomorpha,,Talpidae,Galemys,,pyrenaicus,,Galemys_pyrenaicus,
140,'MCZ_38252_cr_dr_1A_29_04_2013.TIF',MCZ_38252,Y,Erinaceomorpha,,Erinaceidae,Neotetracus,,sinensis,,Neotetracus_sinensis,
141,'MCZ_38261_cr_dr_1A_29_04_2013.TIF',MCZ_38261,Y,Erinaceomorpha,,Erinaceidae,Neotetracus,,sinensis,,Neotetracus_sinensis,
142,'MCZ_38262_cr_dr_1A_29_04_2013.TIF',MCZ_38262,Y,Erinaceomorpha,,Erinaceidae,Neotetracus,,sinensis,,Neotetracus_sinensis,
143,'MCZ_43745_cr_dr_1A_01_05_2013.TIF',MCZ_43745,Y,Soricomorpha,,Soricidae,Crocidura,,fumosa,,Crocidura_fumosa,
144,'MCZ_43746_cr_dr_1A_01_05_2013.TIF',MCZ_43746,Y,Soricomorpha,,Soricidae,Crocidura,,fumosa,,Crocidura_fumosa,
145,'MCZ_43750_cr_dr_1A_01_05_2013.TIF',MCZ_43750,Y,Soricomorpha,,Soricidae,Crocidura,,fumosa,,Crocidura_fumosa,
146,'MCZ_45021_cr_dr_1A_29_04_2013.TIF',MCZ_45021,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Oryzorictes,,tetradactylus,,Oryzorictes_tetradactylus,
147,'MCZ_45022_cr_dr_1A_29_04_2013.TIF',MCZ_45022,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Oryzorictes,,tetradactylus,,Oryzorictes_tetradactylus,
148,'MCZ_45033_cr_dr_1A_02_05_2013.TIF',MCZ_45033,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Microgale,,pusilla,,Microgale_pusilla,
149,'MCZ_45050_cr_dr_1A_29_04_2013.TIF',MCZ_45050,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Limnogale,,mergulus,,Limnogale_mergulus,
150,'MCZ_45450_cr_dr_1A_29_04_2013.TIF',MCZ_45450,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Geogale,,aurita,,Geogale_aurita,
151,'MCZ_4836_cr_dr_1A_01_05_2013.TIF',MCZ_4836,Y,Soricomorpha,,Talpidae,Scapanus,,latimanus,,Scapanus_latimanus,
152,'MCZ_56806_cr_dr_1A_02_05_2013.TIF',MCZ_56806,Y,Erinaceomorpha,,Erinaceidae,Atelerix,,albiventris,,Atelerix_albiventris,
153,'MCZ_64784_cr_dr_1A_29_04_2013.TIF',MCZ_64784,Y,Soricomorpha,,Soricidae,Sorex,Otisorex,palustris,albibarbis,Sorex_palustris,Sorex_palustris_albibarbis
154,'MCZ_64793_cr_dr_1A_29_04_2013.TIF',MCZ_64793,Y,Soricomorpha,,Soricidae,Sorex,Otisorex,palustris,albibarbis,Sorex_palustris,Sorex_palustris_albibarbis
155,'MCZ_67217_cr_dr_1A_29_04_2013.TIF',MCZ_67217,Y,Soricomorpha,,Soricidae,Sorex,Otisorex,palustris,albibarbis,Sorex_palustris,Sorex_palustris_albibarbis
156,'MCZ_79_cr_dr_1A_01_05_2013.TIF',MCZ_79,Y,Soricomorpha,,Talpidae,Scapanus,,latimanus,,Scapanus_latimanus,
157,'MCZ_9149_cr_dr_1A_01_05_2013.TIF',MCZ_9149,Y,Soricomorpha,,Talpidae,Scapanus,,latimanus,,Scapanus_latimanus,
158,'NHML_1870.3.10.15_1527.a_cr_dr_1A_02_13.TIF',NHML_1870.3.10.15_1527.a,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Setifer,,setosus,,Setifer_setosus,
159,'NHML_1919.7.7.2313_cr_dr_1A_01_13.TIF',NHML_1919.7.7.2313,Y,Soricomorpha,,Talpidae,Desmana,,moschata,,Desmana_moschata,
160,'NHML_1934.6.16.2_cr_dr_1A_02_13.TIF',NHML_1934.6.16.2,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Potamogale,,velox,,Potamogale_velox,
161,'NHML_1958.3.11.7_cr_dr_1A_01_13.TIF',NHML_1958.3.11.7,Y,Soricomorpha,,Talpidae,Scalopus,,aquaticus,,Scalopus_aquaticus,
162,'NHML_1960.10.11.12_cr_dr_1A_01_13.TIF',NHML_1960.10.11.12,Y,Soricomorpha,,Talpidae,Galemys,,pyrenaicus,,Galemys_pyrenaicus,
163,'NHML_1960.5.2.1_cr_dr_1A_02_13.TIF',NHML_1960.5.2.1,Y,Erinaceomorpha,,Erinaceidae,Echinosorex,,gymnura,,Echinosorex_gymnura,
164,'NHML_1960.8.4.7_cr_dr_1A_01_13.TIF',NHML_1960.8.4.7,Y,Erinaceomorpha,,Erinaceidae,Hylomys,,suillus,,Hylomys_suillus,
165,'NHML_1961.6.2.3_cr_dr_1A_01_13.TIF',NHML_1961.6.2.3,Y,Afrosoricida,Chrysochloridea,Chrysochloridae,Chrysospalax,,trevelyani,,Chrysospalax_trevelyani,
166,'NHML_1966.7.6.2_cr_dr_1A_01_13.TIF',NHML_1966.7.6.2,Y,Soricomorpha,,Talpidae,Urotrichus,,talpoides,,Urotrichus_talpoides,
167,'NHML_3.1.1.1_cr_dr_1A_01_13.TIF',NHML_3.1.1.1,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Geogale,,aurita,,Geogale_aurita,
168,'NHML_3.6.2.10_cr_dr_1A_01_13.TIF',NHML_3.6.2.10,Y,Afrosoricida,Chrysochloridea,Chrysochloridae,Amblysomus,,hottentotus,,Amblysomus_hottentotus,
169,'NHML_3509_cr_dr_1A_02_13.TIF',NHML_3509,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Tenrec,,ecaudatus,,Tenrec_ecaudatus,
170,'NHML_67.213_cr_dr_1A_02_13.TIF',NHML_67.213,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Micropotamogale,,ruwenzorii,,Micropotamogale_ruwenzorii,
171,'NHML_73.170_cr_dr_1A_02_13.TIF',NHML_73.170,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Micropotamogale,,lamottei,,Micropotamogale_lamottei,
172,'NHML_74.668_cr_dr_1A_01_13.TIF',NHML_74.668,Y,Afrosoricida,Chrysochloridea,Chrysochloridae,Chrysochloris,,sp.,,Chrysochloris_sp.,
173,'NHML_75.2223_cr_dr_1A_01_13.TIF',NHML_75.2223,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Microgale,,cowani,,Microgale_cowani,
174,'NHML_82.3.1.11_cr_dr_1A_01_13.TIF',NHML_82.3.1.11,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Hemicentetes,,nigriceps,,Hemicentetes_nigriceps,
175,'NHML_98.2.2.8_cr_dr_1A_01_13.TIF',NHML_98.2.2.8,Y,Soricomorpha,,Talpidae,Talpa,,occidentalis,,Talpa_occidentalis,
176,'SI_081981_cr_dr_1A_11_04_2013.TIF',SI_081981,Y,Soricomorpha,,Talpidae,Neurotrichus,,gibbsii,gibbsii,Neurotrichus_gibbsii,Neurotrichus_gibbsii_gibbsii
177,'SI_081984_cr_dr_1A_11_04_2013.TIF',SI_081984,Y,Soricomorpha,,Talpidae,Neurotrichus,,gibbsii,gibbsii,Neurotrichus_gibbsii,Neurotrichus_gibbsii_gibbsii
178,'SI_081985_cr_dr_1A_11_04_2013.TIF',SI_081985,Y,Soricomorpha,,Talpidae,Neurotrichus,,gibbsii,gibbsii,Neurotrichus_gibbsii,Neurotrichus_gibbsii_gibbsii
179,'SI_083658_cr_dr_1A_29_03_2013.TIF',SI_083658,Y,Afrosoricida,Tenrecomorpha,Tenrecidae,Hemicentetes,,semispinosus,,Hemicentetes_semispinosus,
180,'SI_111038_cr_dr_1A_19_04_2013.TIF',SI_111038,Y,Soricomorpha,,Soricidae,Blarina,,brevicauda,,Blarina_brevicauda,
181,'SI_112924_cr_dr_1A_09_04_2013.TIF',SI_112924,Y,Soricomorpha,,Soricidae,Sorex,,alpinus,,Sorex_alpinus,
182,'SI_112929_cr_dr_1A_09_04_2013.TIF',SI_112929,Y,Soricomorpha,,Soricidae,Sorex,,alpinus,,Sorex_alpinus,
183,'SI_112932_cr_dr_1A_09_04_2013.TIF',SI_112932,Y,Soricomorpha,,Soricidae,Sorex,,alpinus,,Sorex_alpinus,
184,'SI_114127_cr_dr_1A_18_04_2013.TIF',SI_114127,Y,Soricomorpha,,Talpidae,Urotrichus,,talpoides,,Urotrichus_talpoides,
185,'SI_115274_cr_dr_1A_16_04_2013.TIF',SI_115274,Y,Soricomorpha,,Talpidae,Talpa,,caeca,caeca,Talpa_caeca,Talpa_caeca_caeca
186,'SI_121210_cr_dr_1A_16_04_2013.TIF',SI_121210,Y,Soricomorpha,,Talpidae,Talpa,,caeca,caeca,Talpa_caeca,Talpa_caeca_caeca
